# This file records the requested sleep durations (first column) and the corresponding actual sleep durations (second column).
# The scheduling granularity can be usually guessed from it.
# One may use gnuplot to analyze the result.

0 	 24 
2 	 1627 
4 	 3636 
6 	 3968 
8 	 3962 
10 	 3970 
12 	 3962 
14 	 3993 
16 	 3943 
18 	 4028 
20 	 3903 
22 	 3977 
24 	 4016 
26 	 3906 
28 	 4215 
30 	 3744 
32 	 3936 
34 	 3993 
36 	 3929 
38 	 3922 
40 	 3973 
42 	 3899 
44 	 3912 
46 	 3942 
48 	 3914 
50 	 3947 
52 	 3961 
54 	 4442 
56 	 3368 
58 	 3934 
60 	 3972 
62 	 3880 
64 	 3925 
66 	 3983 
68 	 3878 
70 	 3940 
72 	 3923 
74 	 3946 
76 	 3919 
78 	 3943 
80 	 4509 
82 	 3348 
84 	 3923 
86 	 3934 
88 	 4013 
90 	 3858 
92 	 3977 
94 	 3884 
96 	 3926 
98 	 3937 
100 	 3932 
102 	 3934 
104 	 3976 
106 	 4137 
108 	 3706 
110 	 3912 
112 	 3894 
114 	 3976 
116 	 3976 
118 	 3886 
120 	 3934 
122 	 3938 
124 	 3932 
126 	 3940 
128 	 3935 
130 	 3993 
132 	 4250 
134 	 3553 
136 	 3927 
138 	 3934 
140 	 5230 
142 	 2641 
144 	 3967 
146 	 3903 
148 	 3910 
150 	 3941 
152 	 3924 
154 	 3944 
156 	 3891 
158 	 4481 
160 	 3526 
162 	 3931 
164 	 3922 
166 	 3932 
168 	 3934 
170 	 3982 
172 	 3880 
174 	 3932 
176 	 3938 
178 	 3940 
180 	 3973 
182 	 3881 
184 	 4313 
186 	 3556 
188 	 3924 
190 	 3933 
192 	 3938 
194 	 3941 
196 	 3975 
198 	 3884 
200 	 3932 
202 	 3936 
204 	 3935 
206 	 3934 
208 	 3934 
210 	 4453 
212 	 3420 
214 	 3922 
216 	 3933 
218 	 3980 
220 	 3894 
222 	 3970 
224 	 3892 
226 	 3940 
228 	 3926 
230 	 4001 
232 	 3861 
234 	 3949 
236 	 4435 
238 	 3421 
240 	 3930 
242 	 3932 
244 	 3936 
246 	 3927 
248 	 3984 
250 	 4021 
252 	 6931 
254 	 9203 
256 	 7416 
258 	 8101 
260 	 3914 
262 	 4071 
264 	 3729 
266 	 3812 
268 	 3913 
270 	 11907 
272 	 11395 
274 	 476 
276 	 11881 
278 	 7923 
280 	 7898 
282 	 3926 
284 	 3915 
286 	 7433 
288 	 426 
290 	 5796 
292 	 2043 
294 	 5323 
296 	 2653 
298 	 3957 
300 	 3995 
302 	 3941 
304 	 3966 
306 	 3967 
308 	 3968 
310 	 4023 
312 	 3909 
314 	 3966 
316 	 4030 
318 	 3934 
320 	 4188 
322 	 3715 
324 	 3963 
326 	 3967 
328 	 3988 
330 	 3940 
332 	 3992 
334 	 3921 
336 	 3940 
338 	 3935 
340 	 3931 
342 	 3920 
344 	 3940 
346 	 4475 
348 	 3382 
350 	 3921 
352 	 3944 
354 	 3922 
356 	 3941 
358 	 4101 
360 	 3859 
362 	 3937 
364 	 3821 
366 	 3920 
368 	 5282 
370 	 2586 
372 	 4207 
374 	 3655 
376 	 3916 
378 	 3922 
380 	 3987 
382 	 3872 
384 	 3997 
386 	 3867 
388 	 3943 
390 	 3920 
392 	 3940 
394 	 3923 
396 	 3941 
398 	 4465 
400 	 3395 
402 	 3940 
404 	 3923 
406 	 3939 
408 	 3923 
410 	 4028 
412 	 3840 
414 	 3918 
416 	 3940 
418 	 3927 
420 	 3935 
422 	 3933 
424 	 4461 
426 	 3407 
428 	 3933 
430 	 3923 
432 	 3936 
434 	 3934 
436 	 3982 
438 	 3880 
440 	 3940 
442 	 3923 
444 	 3941 
446 	 3992 
448 	 3870 
450 	 4473 
452 	 3390 
454 	 3923 
456 	 3939 
458 	 3966 
460 	 3949 
462 	 3865 
464 	 3951 
466 	 3913 
468 	 3942 
470 	 4089 
472 	 3773 
474 	 3924 
476 	 4465 
478 	 3394 
480 	 3979 
482 	 3926 
484 	 3943 
486 	 3922 
488 	 3935 
490 	 3889 
492 	 4077 
494 	 3918 
496 	 4020 
498 	 3839 
500 	 3944 
502 	 4473 
504 	 3386 
506 	 4049 
508 	 3813 
510 	 3970 
512 	 3889 
514 	 3972 
516 	 3889 
518 	 3928 
520 	 3940 
522 	 3923 
524 	 3939 
526 	 3925 
528 	 4454 
530 	 3419 
532 	 3930 
534 	 3927 
536 	 3935 
538 	 3980 
540 	 3935 
542 	 3880 
544 	 3983 
546 	 3886 
548 	 4065 
550 	 3820 
552 	 3953 
554 	 4417 
556 	 3397 
558 	 3921 
560 	 4034 
562 	 3834 
564 	 3934 
566 	 4053 
568 	 3816 
570 	 3923 
572 	 3937 
574 	 3930 
576 	 3934 
578 	 3980 
580 	 4409 
582 	 3417 
584 	 3924 
586 	 3934 
588 	 3936 
590 	 3944 
592 	 3969 
594 	 3880 
596 	 3954 
598 	 3917 
600 	 3934 
602 	 3934 
604 	 3937 
606 	 4448 
608 	 3421 
610 	 3980 
612 	 3882 
614 	 3934 
616 	 3933 
618 	 5257 
620 	 2611 
622 	 3919 
624 	 3938 
626 	 3926 
628 	 3937 
630 	 3976 
632 	 4427 
634 	 3394 
636 	 3925 
638 	 3934 
640 	 3934 
