# This file records the requested sleep durations (first column) and the corresponding actual sleep durations (second column).
# The scheduling granularity can be usually guessed from it.
# One may use gnuplot to analyze the result.

0 	 	 0   
250 	 0 
500 	 0 
750 	 0 
1000 	 15000 
1250 	 16000 
1500 	 16000 
1750 	 15000 
2000 	 16000 
2250 	 15000 
2500 	 16000 
2750 	 16000 
3000 	 15000 
3250 	 16000 
3500 	 16000 
3750 	 15000 
4000 	 16000 
4250 	 15000 
4500 	 16000 
4750 	 16000 
5000 	 15000 
5250 	 16000 
5500 	 16000 
5750 	 15000 
6000 	 16000 
6250 	 15000 
6500 	 16000 
6750 	 16000 
7000 	 15000 
7250 	 16000 
7500 	 16000 
7750 	 15000 
8000 	 16000 
8250 	 15000 
8500 	 16000 
8750 	 16000 
9000 	 15000 
9250 	 16000 
9500 	 16000 
9750 	 15000 
10000 	 16000 
10250 	 15000 
10500 	 16000 
10750 	 16000 
11000 	 15000 
11250 	 16000 
11500 	 16000 
11750 	 15000 
12000 	 16000 
12250 	 15000 
12500 	 16000 
12750 	 16000 
13000 	 15000 
13250 	 16000 
13500 	 16000 
13750 	 15000 
14000 	 16000 
14250 	 15000 
14500 	 16000 
14750 	 16000 
15000 	 15000 
15250 	 16000 
15500 	 16000 
15750 	 15000 
16000 	 31000 
16250 	 32000 
16500 	 31000 
16750 	 31000 
17000 	 31000 
17250 	 32000 
17500 	 31000 
17750 	 31000 
18000 	 31000 
18250 	 32000 
18500 	 31000 
18750 	 31000 
19000 	 31000 
19250 	 32000 
19500 	 31000 
19750 	 31000 
20000 	 31000 
20250 	 32000 
20500 	 31000 
20750 	 31000 
21000 	 31000 
21250 	 32000 
21500 	 31000 
21750 	 31000 
22000 	 31000 
22250 	 32000 
22500 	 31000 
22750 	 31000 
23000 	 31000 
23250 	 32000 
23500 	 31000 
23750 	 31000 
24000 	 31000 
24250 	 32000 
24500 	 31000 
24750 	 31000 
25000 	 31000 
25250 	 32000 
25500 	 31000 
25750 	 31000 
26000 	 31000 
26250 	 32000 
26500 	 31000 
26750 	 31000 
27000 	 31000 
27250 	 32000 
27500 	 31000 
27750 	 31000 
28000 	 31000 
28250 	 32000 
28500 	 31000 
28750 	 31000 
29000 	 31000 
29250 	 32000 
29500 	 31000 
29750 	 31000 
30000 	 31000 
30250 	 32000 
30500 	 31000 
30750 	 31000 
31000 	 31000 
31250 	 32000 
31500 	 31000 
31750 	 31000 
32000 	 47000 
32250 	 47000 
32500 	 47000 
32750 	 47000 
33000 	 47000 
33250 	 46000 
33500 	 47000 
33750 	 47000 
34000 	 47000 
34250 	 47000 
34500 	 47000 
34750 	 47000 
35000 	 47000 
35250 	 46000 
35500 	 47000 
35750 	 47000 
36000 	 47000 
36250 	 47000 
36500 	 47000 
36750 	 47000 
37000 	 47000 
37250 	 46000 
37500 	 47000 
37750 	 47000 
38000 	 47000 
38250 	 47000 
38500 	 47000 
38750 	 47000 
39000 	 47000 
39250 	 46000 
39500 	 47000 
39750 	 47000 
40000 	 47000 
40250 	 47000 
40500 	 47000 
40750 	 47000 
41000 	 47000 
41250 	 46000 
41500 	 47000 
41750 	 47000 
42000 	 47000 
42250 	 47000 
42500 	 47000 
42750 	 47000 
43000 	 47000 
43250 	 46000 
43500 	 47000 
43750 	 47000 
44000 	 47000 
44250 	 47000 
44500 	 47000 
44750 	 47000 
45000 	 47000 
45250 	 46000 
45500 	 47000 
45750 	 47000 
46000 	 47000 
46250 	 47000 
46500 	 47000 
46750 	 47000 
47000 	 62000 
47250 	 63000 
47500 	 62000 
47750 	 63000 
48000 	 62000 
48250 	 63000 
48500 	 62000 
48750 	 63000 
49000 	 62000 
49250 	 63000 
49500 	 62000 
49750 	 63000 
50000 	 62000 
50250 	 63000 
50500 	 62000 
50750 	 63000 
51000 	 62000 
51250 	 63000 
51500 	 62000 
51750 	 63000 
52000 	 62000 
52250 	 63000 
52500 	 62000 
52750 	 63000 
53000 	 62000 
53250 	 63000 
53500 	 62000 
53750 	 63000 
54000 	 62000 
54250 	 63000 
54500 	 62000 
54750 	 63000 
55000 	 62000 
55250 	 63000 
55500 	 62000 
55750 	 63000 
56000 	 62000 
56250 	 63000 
56500 	 62000 
56750 	 63000 
57000 	 62000 
57250 	 63000 
57500 	 62000 
57750 	 63000 
58000 	 62000 
58250 	 63000 
58500 	 62000 
58750 	 63000 
59000 	 62000 
59250 	 63000 
59500 	 62000 
59750 	 63000 
60000 	 62000 
60250 	 63000 
60500 	 62000 
60750 	 63000 
61000 	 62000 
61250 	 63000 
61500 	 62000 
61750 	 63000 
62000 	 62000 
62250 	 63000 
62500 	 62000 
62750 	 63000 
63000 	 78000 
63250 	 78000 
63500 	 78000 
63750 	 78000 
64000 	 78000 
64250 	 78000 
64500 	 79000 
64750 	 78000 
65000 	 78000 
65250 	 78000 
65500 	 78000 
65750 	 78000 
66000 	 78000 
66250 	 78000 
66500 	 79000 
66750 	 78000 
67000 	 78000 
67250 	 78000 
67500 	 78000 
67750 	 78000 
68000 	 78000 
68250 	 78000 
68500 	 79000 
68750 	 78000 
69000 	 78000 
69250 	 78000 
69500 	 78000 
69750 	 78000 
70000 	 78000 
70250 	 78000 
70500 	 79000 
70750 	 78000 
71000 	 78000 
71250 	 78000 
71500 	 78000 
71750 	 78000 
72000 	 78000 
72250 	 78000 
72500 	 79000 
72750 	 78000 
73000 	 78000 
73250 	 78000 
73500 	 78000 
73750 	 78000 
74000 	 78000 
74250 	 78000 
74500 	 79000 
74750 	 78000 
75000 	 78000 
75250 	 78000 
75500 	 78000 
75750 	 78000 
76000 	 78000 
76250 	 78000 
76500 	 79000 
76750 	 78000 
77000 	 78000 
77250 	 78000 
77500 	 78000 
77750 	 78000 
78000 	 78000 
78250 	 78000 
78500 	 79000 
78750 	 78000 
79000 	 93000 
79250 	 94000 
79500 	 94000 
79750 	 94000 
80000 	 93000 
80250 	 94000 
80500 	 94000 
80750 	 94000 
81000 	 93000 
81250 	 94000 
81500 	 94000 
81750 	 94000 
82000 	 93000 
82250 	 94000 
82500 	 94000 
82750 	 94000 
83000 	 93000 
83250 	 94000 
83500 	 94000 
83750 	 94000 
84000 	 93000 
84250 	 94000 
84500 	 94000 
84750 	 94000 
85000 	 93000 
85250 	 94000 
85500 	 94000 
